"recid","delta","age","hsged","yearearn","white","children","jtpa","treatment","single","male","days"
301394,1,21,1,900,1,1,1,1,1,0,923
301396,0,43,1,50,0,0,0,1,0,1,573
301399,1,32,1,8007,1,1,1,1,0,0,195
301400,1,27,1,7000,0,0,0,1,1,1,454
301408,0,30,0,0,0,1,1,1,0,0,541
301416,1,18,0,0,0,0,1,1,1,0,62
301417,1,17,1,0,0,1,1,1,1,0,77
301419,1,19,0,0,1,1,1,1,0,0,588
301421,1,22,1,7000,1,1,0,1,1,0,318
301423,0,38,0,0,1,1,0,1,0,0,687
301424,1,26,1,100,0,0,0,0,1,1,46
301431,1,50,1,14,0,1,0,1,0,1,32
301438,1,18,0,650,1,0,0,0,1,1,23
301443,1,39,0,0,1,0,1,1,0,0,424
301444,1,30,0,5500,1,0,0,0,0,1,569
301447,0,50,1,1995,1,0,1,1,0,0,620
301450,1,21,1,0,1,0,0,0,1,1,117
301451,1,20,1,0,1,1,0,0,1,0,199
301453,0,17,0,0,1,1,1,0,0,0,1123
301455,1,30,0,6000,0,1,0,0,0,1,43
301464,1,18,1,1620,0,0,1,1,1,1,424
301468,1,25,0,0,1,1,1,1,0,0,271
301469,1,33,1,3500,0,1,0,0,0,0,216
301471,1,31,1,4226,1,1,1,1,0,0,266
301473,1,17,0,0,0,0,0,0,1,0,294
301475,1,29,0,1500,0,1,0,0,1,1,381
301476,1,23,1,0,0,1,1,1,1,0,182
301477,1,32,1,1250,1,0,1,0,1,1,571
301478,0,44,1,3000,0,1,0,0,0,1,1239
301479,0,31,0,0,1,1,1,1,0,0,675
301481,0,25,1,195,1,0,0,1,1,1,671
301485,1,23,1,8475,1,1,0,0,0,1,164
301487,1,31,0,0,0,1,0,1,0,0,63
301488,1,41,1,5000,0,1,0,0,0,1,224
301491,1,31,1,200,0,1,0,1,1,0,264
301492,0,33,0,0,0,1,0,0,1,0,1057
301497,1,22,0,13000,0,0,1,0,1,0,256
301501,1,30,1,3000,0,0,1,1,0,1,188
301502,1,25,1,2000,1,0,1,1,0,1,78
301507,1,29,0,187,0,0,1,1,1,1,95
301508,1,49,0,2300,0,0,1,1,1,0,43
301509,1,24,1,3000,1,1,1,1,0,0,140
301511,0,20,1,2433,0,1,0,0,0,0,592
301519,1,63,0,9245,0,0,0,1,1,1,527
301520,0,30,0,4746,0,1,1,1,1,0,594
301522,1,30,1,400,1,1,0,1,0,0,68
301526,1,17,0,0,1,0,1,1,1,0,50
301536,1,22,1,14000,0,0,0,1,1,0,491
301537,1,16,0,840,0,0,1,1,1,1,120
301542,0,17,0,0,0,1,0,0,1,0,1067
301544,1,21,0,0,1,1,1,1,0,1,509
301547,0,27,1,0,1,1,1,1,0,1,700
301548,1,25,1,5200,1,1,1,1,0,1,158
301549,0,44,0,0,1,1,0,0,0,0,614
301558,1,18,1,450,0,0,1,1,1,1,160
301560,1,18,0,4800,1,1,1,1,1,1,401
301562,1,27,0,12000,0,0,0,0,1,1,65
301564,1,22,0,3000,1,1,0,0,0,0,114
301566,1,32,0,8560,1,0,0,0,0,0,22
301569,0,41,0,7675,1,1,0,1,0,0,623
301572,1,25,1,15000,1,0,0,1,1,1,10
301573,1,29,0,934,0,1,1,1,1,0,50
301574,1,25,0,1300,1,1,0,0,0,0,35
301575,1,18,1,2680,0,1,1,1,1,0,161
301578,1,21,1,0,0,1,0,0,0,0,62
301579,0,18,0,0,0,1,1,1,1,0,1250
301586,1,18,0,150,0,0,1,1,1,1,395
301587,1,18,0,0,0,1,1,0,1,0,626
301589,1,23,1,0,1,0,1,1,0,1,221
301590,1,37,0,4600,1,1,0,0,0,1,442
301594,1,28,0,0,1,1,1,1,0,0,26
301599,1,20,1,2500,1,0,1,1,1,0,81
301600,1,34,1,0,1,1,1,1,0,1,324
301601,1,30,0,0,0,0,1,1,1,0,335
301615,0,34,1,400,0,1,1,1,0,0,547
301618,1,21,0,1000,1,1,1,1,0,0,130
301620,0,31,0,0,0,1,0,1,1,0,929
301621,0,36,1,0,0,1,0,1,0,0,449
301622,1,35,1,0,0,1,1,1,0,0,663
301623,1,19,0,0,0,0,1,1,1,1,350
301626,0,38,1,3000,0,0,1,1,0,1,939
301628,0,39,1,265,0,0,0,1,1,1,689
301630,0,31,0,0,0,1,1,1,0,0,583
301631,1,26,1,313,1,1,1,1,0,0,249
301634,1,41,0,800,1,1,0,0,0,0,96
301637,0,24,0,0,1,1,1,1,0,0,669
301639,1,20,0,2500,1,1,1,1,1,1,93
301643,1,38,0,0,0,1,1,0,1,0,372
301645,1,48,0,0,1,0,0,0,0,1,61
301647,1,21,0,160,0,0,0,1,1,1,858
301648,0,35,1,1800,1,0,0,0,1,1,1321
301649,1,42,1,2191,0,1,0,1,0,0,29
301655,0,17,0,0,0,0,1,1,1,0,1035
301656,1,28,1,0,0,0,0,1,1,1,58
301663,1,28,0,4200,1,0,0,1,0,1,9
301666,1,23,0,0,1,0,0,0,1,1,17
301670,1,35,1,200,1,0,0,0,0,1,88
301673,1,19,0,0,1,0,0,1,1,0,44
301674,1,35,1,2000,1,1,0,0,0,0,108
301676,1,17,0,300,0,0,1,1,1,1,370
301678,1,32,1,0,0,1,1,1,1,0,70
301679,1,30,1,4400,1,0,1,1,1,1,84
301681,1,23,0,0,1,0,0,0,1,1,77
301682,1,30,1,360,1,0,0,0,1,1,98
301685,1,16,0,0,0,1,1,1,0,0,41
301686,1,54,0,800,1,1,0,1,0,0,92
301688,0,65,1,0,1,0,0,1,0,0,950
301689,1,24,0,7380,0,0,0,1,1,1,33
301691,0,40,0,0,1,0,0,1,1,1,970
301698,1,27,0,900,0,1,1,1,0,1,181
301699,0,24,0,0,0,0,0,1,1,0,934
301700,1,33,1,4200,1,0,1,1,1,0,76
301701,0,35,0,2500,1,0,1,1,0,1,459
301703,1,51,0,7000,0,1,0,1,0,0,86
301707,1,43,0,2000,0,1,1,1,0,1,59
301709,1,26,0,0,0,1,1,1,1,0,656
301710,1,17,0,0,0,0,0,0,1,1,24
301711,1,40,0,15000,0,0,1,1,0,1,264
301712,1,29,0,4500,1,0,1,0,1,1,33
301716,1,31,1,634,1,0,1,1,0,0,491
301718,1,53,0,0,1,1,0,0,0,1,42
301720,1,28,1,0,0,1,1,1,0,0,683
301722,1,27,1,3628,1,1,1,1,1,0,304
301724,0,42,1,0,0,1,1,1,1,1,752
301725,1,21,0,0,0,1,0,1,1,0,302
301727,0,17,0,0,0,0,1,1,1,0,606
301734,1,34,0,700,0,1,1,1,0,0,92
301735,1,20,1,4800,0,1,0,1,1,0,153
301737,1,69,1,0,1,0,0,1,0,1,75
301739,1,62,0,0,1,1,0,0,0,1,205
301740,1,23,1,600,0,0,0,0,1,0,171
301743,1,19,0,1500,0,1,0,0,1,0,55
301747,1,36,1,0,0,1,1,1,0,0,217
301750,1,20,1,1500,1,0,1,0,1,0,6
301751,0,61,0,1000,1,0,1,1,0,1,1111
301755,1,17,0,1523,1,0,1,1,1,1,29
301760,1,45,0,1300,1,0,1,1,0,0,134
301761,1,40,1,1968,0,0,1,1,1,1,329
301766,1,19,0,4000,1,0,0,1,1,0,294
301770,1,18,0,0,0,0,0,1,1,0,474
301772,1,59,1,0,1,0,0,1,1,0,141
301777,1,28,1,360,0,1,1,1,1,0,288
301782,1,35,0,0,0,1,1,1,0,0,288
301784,1,25,1,9000,1,0,1,1,1,1,259
301796,1,32,1,16500,1,1,0,1,0,0,153
301797,1,26,0,9629,1,1,0,0,0,0,34
301798,1,24,1,0,1,1,0,1,1,0,25
301806,0,42,1,6000,1,1,0,0,0,1,877
301811,0,25,1,1800,1,0,1,1,1,0,629
301812,1,29,0,0,0,0,1,1,0,1,15
301814,1,27,0,0,0,0,0,0,1,1,18
301815,1,27,1,75,0,0,0,0,1,1,356
301821,0,17,0,0,0,0,0,0,1,1,1193
301824,1,27,1,0,0,1,1,1,0,0,206
301825,1,36,1,0,1,1,0,0,0,0,98
301826,1,19,0,0,1,0,0,1,1,1,126
301827,1,20,1,0,1,1,1,1,0,0,313
301831,1,34,1,120,1,0,0,0,0,1,31
301833,0,24,1,858,0,0,0,1,1,1,503
301837,1,31,1,3600,0,1,1,0,0,0,68
301839,1,37,0,7000,1,1,1,1,0,0,126
301840,1,34,1,17398,1,1,1,1,0,1,10
301842,0,18,1,928,1,0,1,1,1,1,580
301847,1,19,0,0,0,0,1,1,1,0,314
301852,1,35,0,1400,0,1,0,0,0,1,419
301855,1,35,0,0,1,1,1,1,0,0,15
301858,1,18,1,2800,1,0,1,1,1,1,266
301861,1,29,1,0,0,1,0,0,1,0,197
301863,1,45,0,9000,1,0,0,0,0,1,322
301864,1,25,1,0,1,1,0,0,0,0,547
301866,1,24,0,0,1,1,0,0,0,1,190
301873,0,30,0,0,0,0,0,0,1,0,914
301875,1,17,0,0,1,0,1,1,1,0,3
301876,0,22,1,1712,0,1,0,1,0,1,545
301877,0,78,0,2000,1,0,0,1,0,1,551
301879,1,25,0,1400,1,0,0,0,1,0,43
301880,1,62,1,2000,1,0,0,1,0,1,478
301883,1,22,1,6000,1,1,0,0,0,0,7
301886,1,39,0,2400,1,0,1,1,0,1,8
301887,1,18,0,0,0,0,0,1,1,1,840
301889,1,21,0,2065,0,0,1,1,1,1,11
301893,1,40,1,400,1,1,0,0,0,1,99
301894,1,42,1,0,1,1,1,1,0,0,178
301897,1,26,1,15850,1,1,0,1,0,1,46
301900,1,17,0,0,0,0,1,1,1,1,96
301901,1,20,0,0,0,0,1,1,1,1,68
301902,1,32,0,0,1,1,1,1,0,0,220
301905,0,17,0,0,0,0,1,1,1,0,1265
301908,0,32,0,0,0,1,1,1,0,0,672
301909,1,39,0,9000,1,0,0,0,0,0,54
301912,0,31,0,2500,0,0,0,1,1,1,555
301915,1,36,1,0,1,1,0,1,0,1,187
301919,1,50,1,27000,1,1,0,0,0,1,418
301921,1,28,1,10000,1,1,1,1,0,0,349
301922,1,21,1,0,0,0,0,0,1,1,14
301923,1,25,0,0,1,1,0,0,1,0,295
301926,1,43,0,2000,0,0,1,1,0,1,87
301927,1,20,1,8000,1,0,1,1,1,0,47
301928,1,22,1,4913,0,0,0,1,1,1,59
301929,1,18,0,550,1,1,1,1,1,0,110
301932,1,31,0,8000,0,1,0,0,0,0,45
301933,0,66,0,0,1,1,0,0,0,0,605
301934,1,24,1,272,0,1,1,1,1,0,165
301935,0,20,1,135,1,0,0,0,1,0,599
301938,0,17,0,320,1,0,0,1,1,0,601
301939,1,27,1,690,1,0,0,0,1,1,20
301946,1,33,0,3906,0,1,0,0,0,0,396
301948,1,47,1,22274,1,0,1,1,1,0,328
301949,1,18,1,4200,1,0,1,1,1,1,61
301950,1,17,0,800,1,1,1,1,0,0,324
301951,0,30,0,58,1,0,0,0,1,0,640
301953,1,20,1,2892,1,0,0,0,1,0,90
301954,1,27,0,6240,1,1,0,0,1,1,762
301956,1,21,0,0,0,1,1,1,0,0,32
301958,1,26,1,360,1,1,1,1,0,0,396
301960,0,26,0,42,1,1,1,1,0,0,615
301962,1,20,1,0,1,0,0,0,1,1,430
301964,1,31,0,1053,1,1,1,1,0,0,469
301967,1,27,0,0,0,1,1,1,1,0,266
301969,1,20,0,600,1,1,1,1,1,0,14
301971,1,22,0,7140,1,1,0,0,0,0,322
301972,1,22,0,4000,1,0,0,0,1,1,33
301975,1,46,1,0,1,1,1,1,0,1,141
301977,1,45,1,8000,1,1,0,0,0,1,195
301978,0,19,0,150,0,0,1,1,1,0,768
301979,1,19,0,600,1,1,0,0,1,0,429
301981,1,34,1,9100,1,1,0,1,0,1,6
301983,1,20,1,0,0,0,0,1,1,1,64
301986,1,36,1,0,0,1,1,1,0,0,305
301987,1,43,1,0,0,0,0,0,1,1,565
301993,0,21,1,3830,0,0,0,1,1,0,804
301997,0,32,0,4810,0,0,0,1,0,1,730
301999,1,22,1,600,0,0,0,1,0,0,132
302001,1,30,1,0,1,1,0,0,0,0,86
302002,1,16,0,0,0,0,1,1,1,0,401
302004,1,19,0,0,0,1,0,1,1,0,576
302007,0,25,0,0,0,1,0,1,1,0,589
302008,1,20,0,2323,1,0,0,1,1,0,58
302011,1,33,1,0,0,1,0,0,1,1,391
302013,1,17,0,0,0,1,1,1,1,0,644
302014,1,38,1,3150,0,1,0,0,0,0,29
302015,1,18,0,4000,1,1,1,1,1,0,1
302016,1,25,1,2300,1,0,1,0,1,1,58
302020,1,33,0,8000,1,1,1,1,0,1,555
302021,1,19,1,180,0,1,0,1,1,0,14
302022,0,37,0,2526,1,0,1,1,1,1,1026
302023,1,34,1,0,0,1,1,1,1,0,489
302024,1,38,0,1900,1,1,0,0,0,0,490
302037,1,20,1,4693,0,0,0,0,1,1,65
302039,0,26,0,800,0,1,1,1,1,1,1026
302048,1,34,1,140,1,0,0,0,1,1,18
302052,1,24,1,3000,0,1,1,1,1,0,464
302054,1,23,0,0,0,0,1,1,1,1,271
302059,1,34,1,0,0,1,1,0,1,0,76
302061,1,28,0,150,1,0,0,0,0,0,272
302062,1,39,1,0,1,1,1,1,0,0,350
302064,0,28,1,0,0,1,0,1,0,0,709
302067,1,23,1,2000,0,1,0,1,0,0,19
302070,1,18,0,0,1,0,1,1,0,0,675
302071,1,41,1,1600,1,1,0,0,0,0,133
302073,1,55,0,2505,1,0,1,1,0,0,63
302074,1,30,1,0,0,1,0,0,1,0,214
302075,1,33,0,1216,1,1,0,0,0,0,89
302077,1,34,1,5000,1,1,1,1,0,1,6
302079,1,20,1,800,0,0,1,1,0,0,33
302080,1,18,0,0,0,0,0,1,1,1,115
302084,1,26,0,5400,0,0,1,1,1,1,247
302089,1,17,0,1200,0,0,0,0,1,0,107
302092,1,30,1,0,0,0,0,0,1,1,211
302096,1,18,1,2900,0,0,0,0,1,1,76
302112,1,21,1,7050,0,0,1,1,0,1,16
302113,1,19,1,0,1,0,0,0,1,1,124
302114,1,35,0,2900,1,0,1,1,0,1,104
302118,1,34,0,0,1,1,1,1,0,0,28
302131,1,43,1,2400,1,1,1,1,0,0,227
302132,0,19,0,1488,0,1,1,1,1,0,708
302138,1,19,0,3000,0,0,1,1,1,1,391
302139,0,24,0,0,1,1,0,0,0,0,666
302140,1,37,0,2400,0,1,0,1,0,0,174
302141,1,36,0,0,1,1,0,0,0,1,42
302146,0,16,0,800,0,1,0,1,1,0,1030
302147,1,23,0,2870,1,0,1,1,1,1,337
302148,1,27,1,4000,0,1,0,1,0,1,360
302149,1,21,0,600,0,0,1,1,1,0,352
302152,1,19,0,300,1,1,0,0,1,0,450
302153,1,53,1,1200,1,0,1,1,0,0,56
302154,1,31,1,7000,1,1,0,0,0,1,141
302155,1,27,1,7800,0,0,1,1,1,0,33
302157,0,16,0,990,1,0,0,1,1,0,854
302160,1,18,0,0,1,0,0,0,1,0,229
302162,1,21,1,2000,0,1,1,1,1,0,80
302166,1,40,1,4053,1,0,0,1,1,0,40
302167,1,46,0,6000,1,0,1,1,0,0,14
302169,0,48,1,0,1,1,1,1,0,0,633
302170,1,18,0,600,1,0,0,0,0,0,125
302173,0,27,0,0,1,1,1,0,0,1,648
302178,0,27,0,0,0,1,0,0,0,0,1237
302181,1,18,1,800,1,0,1,1,1,1,215
302184,1,20,1,5466,1,1,1,1,0,1,14
302186,1,34,1,0,0,0,1,0,0,0,356
302189,1,20,1,3440,0,0,0,1,1,0,150
302191,1,25,0,0,0,1,0,0,1,0,17
302192,1,21,0,2034,1,0,1,1,1,0,26
302193,1,25,0,19500,0,0,0,1,1,1,92
302204,0,39,0,5000,0,1,1,1,0,1,388
302207,1,28,1,10704,1,0,1,1,0,0,113
302208,1,35,0,7000,1,0,0,0,1,1,16
302209,1,29,0,0,1,1,1,1,0,0,352
302210,1,25,1,753,0,0,0,0,1,1,123
302211,1,30,1,800,0,0,1,1,1,1,46
302212,1,21,1,1500,1,0,1,1,1,1,198
302215,0,36,0,0,1,0,1,1,0,0,602
302216,1,18,0,2796,0,0,1,1,1,1,204
302217,0,17,0,0,0,0,0,1,1,1,381
302220,1,34,0,0,1,1,0,0,0,0,193
302223,0,37,1,0,1,1,1,1,0,0,596
302224,1,32,1,300,1,0,1,1,0,0,323
302229,1,22,0,1600,1,0,1,1,1,0,515
302235,1,19,0,26,0,0,0,0,1,0,190
302239,0,21,0,0,0,0,0,1,1,0,527
302240,1,41,1,500,1,1,0,0,0,0,413
302242,1,20,0,1,1,0,1,1,1,1,73
302243,1,19,0,0,0,1,0,1,0,0,461
302246,1,16,0,0,0,0,0,1,1,1,737
302247,1,19,1,100,0,0,0,0,1,1,526
302252,1,41,0,0,0,0,0,1,1,0,34
302253,1,25,1,0,0,1,0,1,0,0,376
302254,1,33,1,0,1,1,1,1,0,0,453
302257,1,20,1,0,0,0,1,1,1,1,103
302265,1,18,0,0,0,1,0,0,1,0,634
302268,1,30,0,4000,0,1,0,0,1,1,435
302272,1,38,1,26000,1,1,1,1,0,1,14
302280,1,28,0,300,1,0,0,1,1,1,261
302283,1,20,0,800,1,0,0,0,1,1,234
302286,1,22,0,200,1,0,0,0,0,0,566
302287,1,18,0,1200,1,0,0,1,1,1,1
302289,1,22,0,0,0,1,0,1,1,1,77
302290,1,43,1,0,1,0,1,1,0,0,478
302293,1,23,1,6390,1,1,0,1,1,0,309
302294,0,19,0,1000,1,0,1,1,1,0,551
302295,1,21,1,0,0,1,1,1,1,1,71
302298,1,26,1,2000,1,0,0,1,1,0,31
302299,1,18,0,135,0,0,0,0,1,1,127
302302,1,38,1,6000,1,1,1,1,0,1,161
302303,1,18,0,0,0,1,0,1,1,0,219
302310,1,28,1,11477,1,1,1,1,0,1,28
302312,1,25,1,1517,0,0,1,1,0,0,440
302315,0,27,0,640,1,1,1,1,0,0,783
302316,0,21,1,0,1,0,0,0,1,0,1129
302317,1,30,1,2700,0,0,1,0,1,1,85
302320,1,41,1,2328,1,1,0,0,0,0,9
302322,1,30,1,0,1,0,1,1,0,0,152
302323,0,27,1,2000,1,1,0,1,0,0,607
302326,1,20,1,7300,1,0,1,1,0,1,25
302327,1,18,1,2600,1,0,1,1,1,0,294
302328,0,29,0,0,0,0,0,1,1,1,583
302331,1,21,1,124,1,1,1,1,0,0,298
302333,0,42,0,0,0,0,0,1,0,0,455
302336,1,27,0,5000,0,1,0,1,0,0,30
302337,1,20,1,4020,1,0,1,0,1,1,95
302338,1,29,1,4000,1,0,1,1,1,1,22
302346,1,27,1,7000,1,1,0,0,0,0,54
302361,1,25,1,0,1,1,0,0,0,0,96
302363,1,23,0,0,0,0,1,1,1,1,60
302364,1,31,1,20000,1,1,0,0,0,1,48
302366,1,35,1,0,0,1,1,1,0,0,4
302368,0,40,1,62,0,0,0,0,1,0,667
302369,1,44,1,6668,1,1,0,0,0,1,321
302374,1,19,0,0,0,0,0,0,1,0,359
302378,1,18,0,0,1,0,0,0,1,1,429
302379,1,26,0,3000,1,1,1,1,0,1,74
302380,0,20,0,0,0,1,0,0,0,0,727
302381,1,17,0,3960,0,0,0,1,1,1,225
302383,0,37,0,0,1,0,1,1,0,1,537
302399,1,17,0,330,1,0,1,1,1,0,54
302400,0,30,0,438,0,1,1,1,0,0,859
302401,1,19,0,6300,1,0,0,1,1,1,54
302403,1,20,1,3600,1,0,0,0,0,0,257
302407,0,25,0,245,0,1,0,0,1,0,550
302409,0,35,0,2350,0,0,1,1,0,1,606
302413,1,21,1,0,1,0,1,1,1,1,292
302417,1,28,1,0,1,1,1,1,0,0,254
302418,0,37,0,15000,0,1,0,1,0,1,609
302419,1,41,0,0,0,1,1,1,0,1,69
302421,1,23,0,800,0,0,0,0,1,0,29
302424,1,24,0,0,1,0,1,1,0,0,10
302426,0,30,1,0,0,1,0,1,0,0,422
302428,1,64,1,0,0,0,0,1,0,0,179
302429,1,24,1,2855,1,0,0,1,0,1,434
302432,1,19,0,2000,1,0,1,1,1,1,28
302434,1,23,1,3000,1,0,0,1,1,0,189
302435,0,24,1,3500,1,1,0,1,1,1,703
302437,1,19,1,0,0,0,0,0,1,0,129
302438,1,19,1,2876,0,0,1,0,1,0,157
302441,1,45,1,8060,1,1,1,1,0,1,14
302443,1,32,0,0,0,0,0,0,0,0,83
302445,0,20,0,120,0,1,1,1,1,0,1091
302446,1,36,0,5800,1,0,1,1,0,0,17
302448,0,35,1,0,1,1,0,1,0,0,448
302449,1,26,0,9800,0,1,1,1,0,0,105
302451,0,23,1,3284,0,1,0,0,1,0,782
302453,1,18,1,50,0,0,0,0,1,0,175
302454,1,51,0,0,1,0,1,1,0,1,366
302457,0,69,0,0,1,0,0,1,0,1,709
302459,1,34,1,5000,1,0,0,0,0,1,24
302462,1,23,0,4307,0,0,0,0,1,1,426
302464,1,21,1,0,1,1,0,1,0,0,27
302466,1,43,1,2240,1,0,1,0,0,0,505
302467,1,19,0,1528,0,1,0,0,1,0,126
302473,1,24,0,3000,1,0,0,1,0,1,623
302474,1,22,1,174,0,0,0,0,0,1,73
302477,1,22,1,3000,1,1,0,1,0,0,105
302479,1,29,0,2000,1,0,1,1,1,1,35
302486,1,29,0,4025,1,1,0,1,0,0,98
302487,1,24,0,1000,1,0,1,1,1,0,261
302488,1,35,1,1500,1,1,1,1,0,1,403
302494,1,21,0,9000,0,1,1,1,1,1,72
302499,1,20,0,2800,1,0,0,0,1,1,195
302507,1,28,0,124,1,1,1,1,0,1,18
302511,1,35,1,0,1,1,1,1,0,0,82
302514,1,27,1,7500,1,1,0,0,0,1,263
302521,1,42,1,1600,0,1,0,1,0,1,236
302523,1,19,1,1050,1,0,1,1,1,1,204
302527,1,30,1,8000,1,0,0,0,0,1,14
302528,0,26,1,1800,1,0,0,1,1,0,556
302531,1,21,1,119,0,1,1,1,1,0,423
302533,1,23,0,0,0,0,0,0,0,0,60
302536,0,34,0,0,0,0,0,1,1,0,631
302538,1,22,1,400,1,1,1,1,0,0,90
302539,1,17,0,0,0,0,1,1,1,0,446
302541,1,40,0,0,0,1,0,0,0,0,357
302542,1,40,0,19000,0,1,0,1,0,0,248
302543,1,37,1,3600,1,1,1,1,0,0,503
302544,1,29,1,18028,1,0,1,1,1,1,19
302548,1,49,0,5000,1,1,1,1,0,0,122
302552,1,35,1,3000,1,0,0,0,0,1,71
302553,1,31,1,4680,1,1,0,0,0,0,623
302555,1,16,0,0,0,0,0,1,1,0,266
302558,0,17,0,1000,0,0,0,0,1,1,761
302560,1,22,0,1500,0,0,0,1,1,1,53
302562,1,24,1,2684,1,1,1,1,1,0,240
302567,1,18,0,1600,1,0,0,0,1,1,275
302571,1,18,0,0,1,0,0,0,1,1,147
302572,1,29,0,0,1,1,1,1,0,0,306
302573,1,42,0,0,1,1,0,0,0,1,672
302575,1,18,0,586,1,1,1,1,0,1,224
302577,1,33,0,0,1,0,0,1,1,1,30
302578,0,31,1,1960,1,1,1,1,0,0,457
302583,1,45,0,0,0,1,1,1,0,0,377
302585,1,29,0,0,1,1,0,1,0,1,170
302586,0,31,1,0,0,1,1,1,1,0,582
302589,0,30,0,0,0,1,1,0,0,0,1055
302596,1,23,1,3131,0,0,0,1,1,1,541
302609,1,26,0,0,1,1,1,1,0,0,27
302615,1,16,0,0,0,0,1,1,1,1,881
302621,0,41,1,0,0,1,0,0,0,0,575
302622,1,24,0,0,0,1,1,1,0,1,249
302623,1,23,0,0,0,1,1,0,1,0,125
302625,1,20,0,1600,1,1,1,1,0,0,30
302632,0,38,1,0,1,1,0,0,0,0,392
302642,1,20,0,600,1,1,1,1,1,0,196
302646,1,31,1,1000,1,1,0,0,0,1,167
302650,1,23,0,0,0,1,0,0,1,0,7
302652,1,24,0,5000,1,0,0,0,1,1,288
302655,1,39,0,0,0,1,0,0,0,0,365
302657,1,48,0,396,0,1,1,1,0,0,430
302660,0,23,1,0,0,1,1,1,1,0,623
302661,1,18,0,900,0,0,1,1,1,1,295
302663,1,17,0,0,0,1,0,1,1,0,33
302665,1,43,0,0,0,1,0,1,1,0,469
302668,0,42,0,506,1,1,1,1,0,0,801
302669,1,36,1,0,0,0,0,1,0,1,343
302671,1,22,1,480,0,0,1,1,1,1,331
302673,1,33,1,200,0,1,1,1,0,0,180
302678,1,19,1,0,0,0,1,1,1,1,580
302680,1,21,0,0,0,1,0,1,1,0,556
302681,1,23,1,6000,0,0,0,0,1,1,165
302682,1,26,0,1500,1,0,1,1,0,0,366
302683,1,42,0,1700,0,1,1,1,0,0,328
302684,1,18,1,975,1,0,0,0,1,1,81
302686,1,18,0,1473,0,0,1,1,1,1,32
302687,1,25,1,3700,1,1,1,1,0,0,103
302689,1,20,1,4191,0,1,1,1,1,0,102
302691,1,31,0,200,1,1,1,1,0,0,61
302692,1,20,0,0,1,0,0,1,1,0,51
302695,1,32,1,5000,1,1,1,1,0,1,360
302697,0,20,1,4200,0,0,0,1,1,1,691
302698,1,18,1,1609,0,0,1,1,1,0,204
302702,1,24,0,5500,1,0,0,1,0,1,109
302703,1,29,0,14920,0,1,0,1,1,0,124
302704,1,37,0,24,1,0,1,0,1,1,66
302708,0,19,0,0,0,1,0,1,1,0,880
302712,1,27,1,8000,0,1,0,1,0,1,21
302713,1,24,0,7640,0,0,0,0,1,1,416
302716,1,35,1,366,0,1,1,1,0,0,37
302717,1,35,1,0,1,1,1,1,0,0,90
302718,1,34,1,6500,1,1,0,1,0,0,40
302721,0,39,1,0,1,0,0,0,1,1,768
302725,1,30,0,4000,1,0,1,1,1,1,272
302728,1,19,1,900,1,1,0,1,1,0,65
302729,0,66,1,4228,0,1,0,0,0,1,613
302731,1,17,0,0,0,0,1,1,1,0,354
302732,1,34,1,0,1,1,1,1,0,0,15
302733,0,29,1,10629,1,1,0,1,0,1,379
302734,1,26,0,3000,1,0,1,1,1,1,41
302738,1,40,0,2500,1,0,1,1,0,0,43
302739,0,30,1,2000,1,1,1,1,0,0,583
302741,1,41,0,7738,0,1,1,1,0,0,191
302742,1,19,1,750,1,0,0,1,1,1,258
302744,1,36,0,285,1,1,1,1,0,0,29
302746,1,19,0,0,1,0,1,1,1,1,169
302748,0,18,0,0,1,1,1,1,0,0,1128
302751,1,27,1,4553,0,1,1,1,0,0,573
302760,0,34,1,2034,1,1,0,0,0,0,738
302761,1,32,0,168,1,1,1,1,0,0,311
302763,1,18,1,3500,0,0,0,0,1,0,53
302764,1,24,1,6000,0,0,1,1,1,1,35
302765,1,18,0,0,1,0,1,1,1,1,435
302767,0,53,1,0,0,1,0,0,0,0,576
302769,1,32,1,6759,1,1,0,1,0,1,48
302771,1,31,1,2500,0,1,1,1,0,1,45
302773,1,18,1,0,0,0,1,0,1,0,40
302774,1,22,0,2500,0,0,0,0,1,0,33
302775,0,17,0,0,0,0,0,0,1,0,680
302776,1,21,0,500,1,0,0,1,1,0,219
302783,1,16,0,600,1,0,0,0,1,1,494
302784,1,19,0,5000,1,0,0,0,1,1,31
302787,1,20,0,1200,1,0,0,1,1,0,288
302789,1,45,0,3290,1,1,1,1,0,0,4
302790,1,42,0,125,1,0,0,0,0,0,88
302796,1,40,0,0,1,0,1,1,0,1,209
302797,1,36,1,5320,1,1,0,0,0,0,19
302804,1,29,1,650,1,1,1,1,0,0,47
302806,1,52,0,800,1,0,0,0,0,1,163
302807,1,19,1,723,0,1,0,0,1,0,55
302812,1,28,1,13000,1,0,0,0,1,1,315
302815,1,17,0,4041,0,0,1,1,1,0,49
302816,1,39,0,28500,1,1,1,1,0,1,50
302818,1,22,0,600,1,1,0,0,1,0,410
302821,1,37,1,6768,0,1,0,1,0,0,67
302823,1,33,0,3680,1,1,1,1,0,1,83
302824,1,23,1,9552,0,0,1,1,0,1,42
302825,1,31,0,1500,1,0,0,1,1,1,35
302826,1,18,0,0,0,0,1,1,1,0,160
302830,1,37,1,1625,1,0,1,1,0,0,27
302831,0,28,0,3500,0,1,1,1,0,0,604
302840,1,17,0,0,0,0,1,1,1,1,262
