"recid","delta","age","hsged","yearearn","white","children","jtpa","treatment","single","male","days"
311246,0,24,1,1914,1,1,1,1,0,0,971
311248,0,27,0,0,1,1,1,1,0,0,705
311249,1,70,0,2759,1,0,0,0,0,1,18
311251,1,21,0,0,1,1,0,1,0,0,376
311255,1,21,0,0,0,1,1,0,0,0,292
311258,1,38,0,4436,1,1,1,1,0,0,6
311261,1,33,0,8500,1,1,0,0,1,0,173
311265,0,38,0,0,0,1,1,1,0,0,559
311266,1,40,0,8700,1,1,0,1,0,0,409
311267,1,22,0,4000,1,0,0,1,0,1,145
311276,1,26,1,9360,0,1,1,1,0,0,451
311278,1,46,1,22000,0,0,1,0,0,0,137
311283,0,23,0,650,0,1,1,1,0,0,805
311286,0,21,1,0,0,1,1,0,0,0,1085
311290,1,25,1,0,0,1,0,1,0,0,168
311292,1,39,1,3000,1,1,0,1,0,1,399
311295,1,41,0,12000,1,1,1,1,0,1,379
311297,1,38,0,9088,1,0,0,1,1,0,18
311301,1,39,0,4000,1,1,0,0,0,1,48
311302,0,25,0,0,1,1,1,1,0,0,372
311304,1,22,1,0,1,0,0,0,0,1,206
311305,1,35,1,5300,1,0,0,1,0,1,49
311307,1,18,1,0,0,0,0,0,1,1,62
311311,1,33,0,0,0,0,1,1,0,1,183
311314,1,59,1,3460,1,0,1,1,0,0,33
311316,0,33,1,588,0,1,0,0,1,1,503
311323,1,26,1,5000,1,1,0,1,1,0,488
311324,1,30,1,286,1,0,1,1,0,1,55
311326,1,26,1,10800,0,0,1,1,1,1,559
311330,1,33,0,2340,1,1,1,1,0,0,17
311333,0,58,1,0,0,0,1,1,0,0,708
311336,0,43,1,0,1,0,0,1,0,0,769
311339,1,18,0,0,0,0,0,0,1,0,715
311340,1,25,0,0,0,0,1,1,1,0,282
311341,1,21,0,600,0,0,0,1,1,1,121
311343,1,20,1,891,1,0,0,0,1,1,73
311346,1,34,0,6000,0,0,0,1,1,1,148
311354,1,18,1,1000,0,0,1,1,1,1,110
311356,0,23,0,0,0,1,0,0,1,0,831
311359,1,19,0,1700,1,0,0,0,1,1,163
311361,1,50,0,5100,1,0,1,1,0,1,49
311365,1,21,0,0,0,1,1,1,1,0,516
311366,1,25,0,0,1,1,1,1,1,0,30
311367,1,23,0,550,0,0,1,1,1,1,22
311372,1,22,1,5000,1,0,0,1,1,1,68
311373,1,21,1,250,0,1,1,1,1,0,26
311376,1,33,1,9200,1,1,1,1,0,1,133
311378,0,33,0,2400,1,1,0,1,0,1,611
311381,1,18,1,0,1,0,1,1,1,1,195
311387,1,26,1,0,0,0,1,1,1,0,2
311390,1,34,1,7000,1,1,1,1,0,0,36
311394,0,28,1,7441,1,1,0,0,0,0,577
311395,1,30,1,1530,1,1,1,0,0,0,88
311396,1,34,0,3306,1,1,1,1,0,1,22
311398,1,44,1,0,1,1,0,0,0,0,74
311399,0,32,1,0,1,1,1,1,0,0,628
311401,0,24,0,0,0,1,0,0,1,0,619
311403,1,46,0,400,1,1,1,1,0,1,180
311404,1,18,1,1986,0,0,1,1,1,0,99
311406,1,24,0,910,1,0,1,1,0,1,472
311408,1,24,0,5229,0,0,0,0,1,1,7
311410,1,17,0,500,1,0,0,1,1,0,245
311412,1,27,1,5100,0,1,0,0,0,0,36
311413,0,26,0,500,0,1,0,1,1,0,556
311415,1,28,0,0,1,0,0,1,0,1,29
311418,0,19,0,1116,0,0,1,1,1,1,1009
311424,1,19,0,0,0,1,0,0,1,0,142
311427,1,22,1,2000,1,1,0,1,1,0,20
311428,0,35,1,8324,1,1,0,1,0,1,627
311429,1,23,0,3000,0,1,0,0,0,0,68
311432,1,21,1,3164,1,0,1,1,1,1,509
311433,0,32,1,0,0,1,0,0,0,0,711
311434,1,20,1,6190,0,0,1,1,1,1,11
311435,1,17,0,1500,1,0,0,0,1,0,101
311437,1,42,0,2000,1,0,0,1,0,1,84
311442,1,19,1,0,0,0,1,1,1,0,266
311446,1,17,0,0,1,0,0,1,1,1,45
311449,0,38,0,90,1,0,0,1,0,1,574
311450,1,53,0,335,1,0,1,0,0,0,410
311454,1,32,1,0,0,1,1,1,0,0,29
311466,1,47,1,557,1,0,0,1,0,0,29
311471,1,16,0,0,1,0,1,1,1,1,659
311474,1,44,1,2500,0,1,1,1,0,0,47
311475,1,44,1,0,1,0,0,1,0,1,204
311480,1,30,0,3862,1,1,1,1,1,0,244
311482,1,19,0,2000,0,0,1,1,1,1,127
311484,0,26,1,0,1,1,1,1,0,0,642
311487,0,27,1,1500,1,1,1,1,0,0,386
311489,1,41,1,9000,1,1,0,0,0,1,35
311492,1,27,1,0,1,1,0,1,0,0,130
311493,1,34,1,180,1,0,0,0,1,1,59
311494,1,22,1,14000,0,0,1,1,1,0,121
311500,1,44,0,7500,0,1,0,1,0,0,24
311502,0,31,0,0,0,1,1,1,0,0,677
311503,1,38,1,4000,0,0,1,1,0,1,210
311504,0,21,1,1800,1,1,0,0,0,0,575
311512,0,31,1,2700,0,0,0,0,1,1,585
311513,1,16,0,378,0,1,1,1,0,1,170
311519,1,29,0,4200,1,1,1,1,0,1,437
311521,1,32,1,3900,1,1,1,1,0,1,30
311522,1,19,1,8049,1,0,1,1,1,0,262
311523,0,19,1,2000,1,0,0,1,1,1,568
311527,1,22,0,0,1,1,0,1,0,0,21
311529,1,16,0,0,0,0,1,1,1,1,255
311533,1,32,0,8000,0,1,1,1,0,0,54
311539,1,25,0,3000,1,0,1,1,1,1,28
311543,0,60,0,0,0,0,1,1,0,1,712
311545,1,39,1,10000,1,1,1,1,0,1,61
311546,1,23,0,0,0,1,1,1,1,0,661
311548,1,49,1,400,1,0,1,1,0,1,106
311549,0,46,0,3840,1,1,0,0,0,0,579
311553,1,23,1,0,0,1,1,0,1,0,565
311554,1,57,1,0,1,0,1,1,0,0,65
311555,1,41,0,0,1,0,0,0,0,0,16
311557,0,42,0,0,0,1,1,0,0,0,1293
311566,1,28,0,7000,1,1,1,1,0,0,463
311567,1,43,0,2700,1,1,0,0,0,1,214
311569,1,23,1,350,0,1,0,0,1,0,105
311571,0,34,1,0,1,1,1,1,1,0,362
311572,1,24,1,200,0,1,1,0,1,0,401
311573,1,21,1,4000,0,0,1,1,1,1,16
311578,1,17,0,0,0,0,0,1,1,0,79
311579,1,24,1,2500,0,0,1,1,0,1,332
311580,1,23,0,0,1,1,1,1,0,0,10
311581,1,30,1,0,0,1,1,1,1,0,325
311584,0,31,1,0,1,1,1,1,0,0,580
311594,1,22,1,5,1,0,0,0,1,1,414
311596,1,20,0,7613,1,0,0,0,1,1,45
311598,1,40,1,4800,1,1,0,0,0,0,325
311599,0,24,0,0,0,1,0,0,0,1,578
311601,1,35,1,0,1,1,1,1,0,0,128
311602,1,36,0,0,0,1,1,1,0,0,193
311603,0,23,0,1600,0,0,1,1,1,0,427
311604,1,18,0,1000,1,1,0,0,0,0,536
311605,1,25,1,72,0,1,1,1,0,0,369
311606,1,26,0,0,0,1,0,0,1,0,530
311607,1,68,1,0,1,0,0,0,0,1,13
311609,1,32,0,602,0,1,0,1,1,0,35
311611,1,18,1,0,0,0,0,0,1,1,34
311612,1,25,0,250,0,1,0,1,0,0,92
311614,1,33,1,1200,0,0,0,0,0,0,96
311615,1,23,1,0,1,1,1,1,0,0,536
311621,1,56,0,1876,1,1,1,1,0,0,84
311623,1,24,0,6248,0,0,0,1,1,0,114
311624,1,57,1,16000,1,1,1,1,0,1,54
311628,1,18,0,0,0,0,1,1,1,1,89
311632,1,24,1,1227,0,0,1,1,1,1,284
311633,0,24,0,1680,0,0,1,1,1,0,733
311634,1,20,1,0,0,1,1,1,0,0,107
311640,1,37,0,0,0,1,1,1,0,0,377
311641,1,16,0,0,1,1,1,1,1,0,265
311642,0,17,0,0,0,0,0,1,1,0,1137
311644,1,17,0,100,0,1,0,0,1,0,67
311645,1,19,1,855,1,0,1,1,1,0,536
311646,0,39,1,536,1,1,0,0,0,0,611
311652,1,19,0,0,0,0,1,1,1,1,41
311654,1,20,1,2100,1,1,1,1,1,0,156
311658,1,31,1,0,0,0,1,1,0,1,714
311661,1,39,1,992,1,0,0,0,0,1,577
311662,1,29,1,1500,0,1,0,1,0,0,270
311664,1,24,1,100,0,1,0,0,1,0,97
311665,1,23,0,9000,1,1,1,1,1,1,189
311666,1,20,0,2500,1,1,1,1,0,1,51
311667,1,20,0,2732,1,1,0,1,0,1,180
311669,1,30,1,0,1,1,1,1,0,1,452
311670,0,23,0,0,1,1,0,1,0,0,532
311676,1,38,1,0,0,1,0,1,0,0,520
311678,1,27,1,4000,1,1,1,1,0,0,329
311680,1,18,0,0,0,1,0,1,1,0,394
311682,1,41,1,0,0,1,0,0,0,0,113
311690,1,36,0,3732,0,1,0,1,0,0,302
311692,0,17,0,0,0,1,1,1,1,0,653
311695,1,21,0,2541,1,1,1,1,0,1,30
311696,0,36,0,3000,1,1,1,1,1,0,689
311697,0,22,1,600,0,0,0,1,1,1,746
311698,1,21,0,2272,0,0,0,0,1,1,205
311699,1,27,1,400,0,0,0,1,1,1,186
311700,1,33,0,0,1,1,0,1,0,0,656
311704,1,21,1,1500,0,0,0,0,1,1,364
311706,1,17,0,1990,1,0,0,0,1,0,163
311707,1,27,0,4200,1,1,1,1,0,0,141
311708,1,17,0,0,1,0,0,0,1,0,400
311709,1,30,0,3000,1,0,1,1,0,0,32
311711,1,37,0,18000,1,1,1,1,0,1,234
311717,1,20,1,800,0,0,0,1,1,0,264
311719,1,34,0,15400,0,1,1,1,0,1,127
311721,1,18,1,0,0,0,1,1,1,1,512
311723,1,20,0,4000,0,0,1,1,1,0,110
311724,1,25,0,1300,0,1,1,1,1,0,40
311726,1,39,1,0,0,1,0,0,0,0,218
311729,1,20,1,1680,1,0,1,1,1,1,39
311731,1,31,0,2520,1,0,0,0,0,1,24
311737,0,24,0,0,1,1,1,1,0,0,632
311738,1,17,0,0,1,0,1,1,1,1,181
311739,1,20,0,480,0,1,1,1,1,0,44
311741,1,22,1,300,1,1,0,0,0,0,193
311743,0,41,0,0,1,0,0,1,1,1,748
311750,1,47,0,0,0,0,1,1,1,1,299
311751,1,32,0,7200,1,1,0,1,0,1,63
311757,1,44,0,0,1,1,1,1,0,0,305
311759,0,29,0,1100,0,1,0,0,0,0,708
311762,1,21,1,300,0,0,0,1,1,1,111
311764,1,32,1,5760,0,1,1,1,0,0,77
311770,1,29,0,0,0,1,0,0,0,0,407
311777,1,25,1,1200,1,1,1,1,0,0,322
311778,1,21,1,3847,1,1,1,1,1,0,339
311779,1,19,1,211,0,1,0,0,1,0,373
311780,1,21,0,0,0,0,0,0,1,1,276
311784,1,30,0,2500,1,0,0,1,0,1,418
311786,1,21,1,4000,0,1,0,0,1,0,185
311789,0,27,0,9100,1,1,0,0,0,1,590
311790,1,34,1,3570,0,1,1,1,1,0,53
311793,1,36,0,3500,0,1,1,1,0,1,330
311796,0,36,0,4553,1,0,0,0,1,1,656
311799,1,20,0,3000,0,0,0,1,1,1,240
311803,0,38,0,5400,1,1,0,0,0,1,788
311806,0,53,0,4620,1,0,0,0,0,1,657
311807,1,37,1,837,0,1,0,0,1,0,32
311808,1,29,0,1380,1,0,1,1,0,1,162
311809,0,30,0,3000,1,1,1,1,1,0,601
311818,1,31,1,0,0,1,1,1,0,0,433
311819,1,41,1,7000,1,1,1,1,0,1,58
311821,1,21,1,4000,1,1,1,1,0,1,158
311822,1,17,0,2300,0,0,0,1,1,0,149
311825,1,35,1,3069,1,1,1,1,0,0,28
311831,1,35,0,14000,0,0,1,0,1,1,62
311836,1,21,1,0,1,1,1,1,1,0,354
311839,1,16,0,500,0,0,0,0,1,1,215
311846,1,54,1,6000,1,0,0,0,0,1,61
311847,1,40,1,0,0,1,0,0,0,0,249
311848,1,22,0,0,0,1,1,1,1,0,337
311851,1,21,0,600,0,0,1,1,1,1,503
311858,1,24,1,3100,1,1,0,0,0,0,488
311859,1,27,0,0,0,0,0,0,1,1,279
311860,1,18,1,5880,1,1,1,1,1,0,27
311863,1,34,1,0,1,1,1,1,0,0,329
311865,1,43,1,0,1,1,0,1,0,0,119
311867,1,17,0,0,0,0,0,0,1,0,499
311868,1,23,1,604,0,1,1,1,1,0,59
311874,1,26,1,1000,0,1,1,1,1,0,353
311880,1,38,0,2000,0,1,0,0,0,0,81
311882,1,25,1,0,1,1,0,1,0,0,536
311883,1,20,0,0,0,0,0,0,1,0,362
311884,1,17,0,154,0,1,1,1,1,0,334
311886,0,28,0,120,1,1,0,1,0,0,614
311887,1,47,1,540,0,0,0,0,0,0,324
311888,1,30,1,0,0,0,1,1,1,1,23
311891,1,39,0,0,1,0,0,0,0,1,214
311892,1,21,1,6500,1,1,0,0,1,0,243
311895,0,41,0,13000,0,1,1,1,0,1,380
311897,0,32,0,0,1,0,1,0,0,1,1314
311901,1,24,1,1000,1,0,1,1,1,1,6
311903,1,29,1,9000,1,1,0,0,0,0,68
311906,1,30,1,0,0,1,1,1,0,0,76
311907,1,18,1,2,1,0,1,1,1,1,77
311908,1,22,1,1500,1,0,1,1,1,1,47
311911,1,22,1,0,1,1,0,0,0,0,70
311912,0,16,0,0,0,1,1,0,1,0,443
311913,1,33,1,2688,0,1,0,0,1,0,152
311917,1,28,1,1303,0,1,1,1,0,1,116
311919,0,24,0,0,0,1,0,0,1,0,587
311921,1,23,1,1200,1,0,1,0,1,1,613
311924,0,18,0,8500,1,0,0,0,1,1,494
311927,0,25,0,0,1,1,1,1,1,1,637
311928,1,20,1,0,0,1,0,1,0,0,172
311930,0,72,1,0,1,0,1,1,1,0,910
311931,1,21,0,0,0,1,1,0,1,0,482
311932,1,22,1,0,0,1,0,1,1,0,412
311936,1,22,1,9622,1,0,1,1,1,1,30
311937,1,51,0,1000,1,0,0,1,1,1,128
311938,1,26,0,0,0,1,1,0,1,0,127
311939,1,28,0,0,0,1,1,1,0,1,164
311942,1,21,0,2200,0,0,1,1,1,1,562
311943,1,32,1,4000,1,0,1,1,1,0,104
311944,0,44,0,0,0,0,1,1,1,1,589
311945,1,29,1,0,0,1,1,1,1,0,9
311952,1,18,0,14000,1,1,1,1,0,1,398
311954,0,38,1,0,0,1,0,0,0,0,601
311955,0,17,0,355,0,0,0,1,1,1,1029
311956,1,20,1,0,0,0,0,0,1,1,780
311958,1,38,0,17000,1,1,0,0,1,0,279
311959,1,19,1,235,1,1,0,1,0,0,160
311961,1,46,1,0,0,1,1,1,0,0,474
311962,1,25,1,1600,1,1,1,1,0,0,23
311963,1,28,1,2400,1,0,0,1,0,0,69
311968,1,18,0,456,1,1,0,1,1,0,128
311970,1,19,1,200,0,0,1,1,1,1,614
311972,1,20,1,1100,1,1,1,1,0,0,345
311973,0,21,1,0,0,0,0,0,1,0,673
311974,1,57,0,0,1,0,1,0,0,0,76
311975,1,31,1,1940,1,1,1,1,1,0,37
311976,1,34,0,1800,0,0,1,1,0,1,58
311978,1,23,0,400,0,0,1,1,1,0,154
311980,1,18,0,1000,0,0,1,1,1,1,66
311982,1,31,1,0,0,0,0,0,1,0,246
311983,0,44,1,0,0,1,1,1,1,0,583
311985,1,30,1,2500,1,0,1,1,0,1,41
311993,1,30,0,2550,1,1,1,1,0,0,28
311994,1,35,0,0,0,1,0,0,0,1,280
311995,0,29,1,0,1,1,1,1,0,0,597
311999,1,49,0,744,1,0,1,0,0,0,5
312000,1,17,0,0,0,0,0,1,1,1,37
312002,0,56,0,0,0,0,0,1,0,1,606
312007,1,22,0,400,1,0,0,1,1,1,200
312009,1,18,1,1190,0,0,0,1,1,1,265
312011,1,23,1,200,1,1,0,0,1,0,97
312015,1,34,1,9000,1,0,0,1,0,1,10
312016,0,32,0,1600,0,1,0,0,1,0,690
312021,1,52,0,4800,1,1,0,1,0,0,6
312025,1,39,0,10000,1,1,0,0,0,1,312
312026,1,22,0,0,1,0,0,1,1,0,187
312031,1,23,1,0,0,0,0,1,1,1,288
312033,0,20,0,2604,0,0,0,1,1,0,615
312034,1,34,1,8900,1,1,0,1,0,0,80
312035,1,39,1,245,1,1,0,0,0,1,41
312038,1,33,1,3250,0,0,0,0,1,0,226
312049,1,24,1,5040,0,1,1,1,1,0,36
312051,1,26,1,0,1,0,1,1,1,1,569
312052,0,18,1,1943,1,0,1,1,1,1,537
312054,1,19,1,6500,1,1,0,0,0,1,251
312055,0,26,1,0,1,1,1,1,0,0,538
312056,1,17,0,2388,1,0,0,1,1,0,233
312057,0,42,1,6000,1,1,1,1,0,0,596
312059,1,19,0,300,1,0,0,1,1,1,27
312061,0,28,1,5962,1,1,1,1,0,0,608
312062,1,26,0,660,0,0,0,1,0,1,208
312063,1,59,1,4320,0,1,0,0,0,1,376
312064,1,16,0,0,1,0,1,1,1,1,255
312067,1,33,0,0,1,1,0,0,1,0,552
312071,1,26,1,2500,0,0,0,1,0,0,18
312075,1,22,0,6953,0,0,0,1,0,0,416
312079,1,38,0,6000,0,0,1,0,0,0,59
312081,1,39,0,9000,0,1,1,1,0,1,122
312082,1,22,1,1200,1,1,1,1,1,0,243
312084,1,27,1,350,1,0,1,1,1,0,249
312089,1,33,1,7621,1,1,0,1,0,1,86
312090,1,20,1,2000,1,0,0,0,1,1,39
312091,0,34,1,2157,0,1,1,1,0,0,604
312092,1,29,1,98,0,1,0,0,1,0,292
312093,1,21,0,348,1,1,0,1,0,0,347
312097,1,23,0,0,0,1,0,1,1,0,428
312099,1,44,1,0,0,1,0,0,0,0,108
312100,0,28,0,0,0,1,0,1,0,0,421
312103,1,18,0,0,0,0,0,0,1,0,340
312105,0,33,0,0,1,1,0,1,0,0,723
312108,1,30,0,12800,1,0,1,1,1,1,192
312110,1,21,1,0,1,0,1,1,0,0,39
312111,1,32,0,2000,1,1,1,1,0,0,151
312113,1,26,1,0,0,1,0,0,1,0,285
312114,1,44,1,816,1,1,1,1,0,0,414
312117,1,22,0,1200,0,0,1,1,1,1,52
312119,0,16,0,0,0,1,0,0,1,0,602
312121,0,20,1,0,1,1,1,1,1,0,600
312122,1,33,1,0,1,1,0,0,0,0,374
312124,1,21,0,1500,1,1,0,1,0,0,274
312131,1,41,1,3000,1,1,1,1,0,0,324
312132,1,41,0,364,1,1,0,0,0,0,5
312135,1,20,1,8000,1,0,0,1,1,1,16
312139,1,47,0,23551,1,0,1,0,0,1,144
312142,0,28,1,4358,0,1,1,1,0,0,437
312143,1,18,1,3000,0,0,1,1,1,0,14
312146,1,20,0,425,0,0,0,1,1,0,264
312148,1,22,1,9338,0,0,0,0,1,1,38
312155,1,18,0,2200,0,0,0,1,1,1,102
312156,0,56,0,276,1,0,0,1,0,1,461
312160,1,19,0,0,1,0,1,1,1,1,40
312163,1,33,1,6618,1,0,1,0,0,1,132
312164,1,22,0,1200,1,1,1,1,0,0,114
312168,1,18,1,0,0,0,0,0,1,0,372
312169,1,24,0,700,1,1,0,1,0,0,59
312174,0,29,0,0,0,1,1,1,0,0,533
312175,1,36,0,2000,0,0,1,1,1,1,151
312177,1,35,1,2500,0,0,0,0,1,1,168
312178,1,27,1,1088,1,0,1,0,1,0,117
312179,1,21,0,0,0,0,0,0,1,1,325
312180,1,32,1,9000,0,0,0,0,0,1,206
312185,0,42,1,1200,1,1,1,1,0,0,576
312186,0,25,1,0,1,1,0,0,0,0,448
312192,1,31,1,7231,1,0,0,0,1,1,274
312196,0,21,1,300,0,1,0,0,1,0,1315
312201,1,19,0,0,0,0,1,1,1,0,6
312204,1,36,1,2640,0,0,1,1,1,1,79
312213,1,42,1,0,1,1,0,1,0,0,326
312215,1,26,0,0,0,1,1,1,1,0,539
312219,1,47,1,2620,1,0,0,0,0,0,40
312225,1,22,1,8522,1,0,0,1,1,1,22
312226,1,21,0,4918,0,0,1,1,1,0,168
312229,1,41,0,2800,1,1,0,0,0,1,53
312233,1,18,1,10000,1,0,0,1,1,1,555
312234,1,20,1,941,0,1,0,0,1,0,28
312235,0,19,1,4766,0,0,1,1,1,0,628
312238,0,35,1,0,0,1,1,0,0,0,587
312242,1,38,1,4985,1,1,1,1,0,1,266
312246,1,31,0,1644,1,1,0,0,0,1,472
312247,1,36,0,4000,0,1,1,1,0,1,309
312248,1,26,1,384,1,1,1,1,0,0,458
312250,1,20,1,0,1,1,0,0,0,0,321
312251,1,19,0,200,0,0,0,0,1,0,385
312253,1,32,1,0,0,1,0,0,1,0,524
312255,0,33,1,6000,1,0,0,0,0,0,538
312256,1,31,0,8700,1,1,0,0,0,0,34
312261,1,32,1,20000,1,1,0,0,0,1,61
312263,1,36,1,0,0,1,1,1,1,0,445
312266,1,17,0,0,1,0,0,0,1,1,220
312267,1,34,0,0,1,1,0,1,0,0,105
312269,1,22,1,0,0,1,1,1,0,0,73
312271,1,22,1,0,1,0,1,0,1,1,263
312274,1,27,0,840,1,0,1,1,0,0,77
312276,1,23,0,3878,0,0,1,1,1,1,121
312277,1,21,0,2060,1,0,1,0,1,1,15
312282,1,17,0,0,1,1,1,1,1,0,190
312285,1,31,0,13000,1,1,1,0,0,1,144
312286,0,51,0,1920,0,0,0,1,0,0,383
312289,0,37,1,300,1,1,0,0,0,0,609
312291,1,18,0,600,0,0,0,0,1,1,206
312294,1,28,1,12000,0,1,0,1,0,1,72
312295,1,48,1,2500,1,1,1,1,0,1,491
312296,1,16,0,2560,0,0,1,1,1,1,592
312297,1,40,0,0,1,0,1,1,0,1,51
312298,1,56,0,3000,0,0,1,1,0,0,222
312299,1,16,0,0,1,0,0,1,1,1,613
312301,1,21,1,0,0,0,1,1,1,0,63
312304,0,22,0,75,1,1,0,1,0,1,621
312305,1,44,1,0,0,0,1,1,1,1,108
312306,1,18,1,1400,1,0,1,1,1,1,92
312312,1,41,0,1200,0,1,0,1,0,1,58
312314,1,30,0,500,1,1,1,1,0,0,288
312318,1,23,0,11000,1,1,1,1,0,0,20
312319,1,30,0,800,1,1,0,1,0,0,1
312322,1,20,0,0,0,0,0,1,1,1,34
312326,1,51,1,0,1,0,1,1,0,1,257
312329,0,24,0,0,1,1,1,1,0,0,895
312332,1,46,0,4800,0,1,0,0,0,1,427
312335,1,37,1,4500,1,1,1,1,0,1,19
312336,1,29,1,1600,1,1,1,1,0,0,146
312339,1,35,0,0,0,0,0,1,0,1,234
312340,1,17,0,819,0,0,1,1,1,1,262
312344,1,40,1,1908,0,0,0,0,1,0,24
312347,1,29,0,50,1,1,1,1,0,0,36
312348,1,30,0,0,1,0,0,0,0,0,57
312349,1,22,0,2732,1,0,1,0,1,1,703
312350,1,45,0,7135,1,0,1,0,1,1,95
312352,1,25,1,11822,1,1,1,1,0,0,225
312355,1,21,1,1373,1,0,0,1,1,1,38
312357,1,17,0,0,0,0,1,1,1,1,273
312361,1,37,1,0,0,1,1,1,0,0,727
312362,1,35,1,3700,0,1,1,1,0,1,86
312363,1,54,1,0,1,0,1,1,0,1,340
312367,1,20,0,7000,1,1,0,0,0,1,245
312368,1,31,0,0,1,0,0,1,0,1,256
312369,0,57,0,9000,1,1,0,0,0,1,842
312370,1,21,1,690,1,0,1,1,1,1,148
312371,0,31,1,0,1,1,1,1,1,0,1119
312375,1,24,0,400,0,0,1,0,1,0,266
312376,1,33,1,2000,0,1,0,1,0,0,313
312381,1,23,0,175,0,1,1,1,0,0,52
312383,1,23,0,3824,1,1,0,0,0,1,134
312385,1,35,0,1506,1,0,0,1,1,1,48
312389,1,34,1,0,0,1,0,0,0,1,17
312390,0,36,0,2152,1,1,1,1,0,0,743
312391,1,44,0,0,1,0,1,1,0,0,337
312393,1,29,0,5200,0,1,0,0,1,0,302
312394,1,44,1,0,1,0,1,1,0,0,19
312395,1,20,0,220,0,0,0,1,1,1,209
312401,1,52,0,11000,1,1,1,1,0,1,91
312405,0,32,0,0,1,0,0,1,1,1,650
312406,1,29,0,3200,1,0,1,1,0,0,13
312411,1,35,1,0,0,1,0,1,0,0,677
312413,0,20,0,0,1,1,0,1,1,0,599
312416,1,33,1,690,0,1,0,0,1,0,351
312418,1,18,1,0,0,1,1,1,1,0,862
312419,0,19,0,0,0,0,0,1,1,1,1223
312420,1,55,1,3515,1,0,0,1,0,0,13
312423,1,18,0,0,1,0,1,1,1,1,104
312425,1,21,0,4000,1,1,1,1,1,0,281
312426,1,16,0,0,0,0,0,0,1,1,1
312427,0,17,0,0,0,1,0,0,0,0,827
312430,1,17,0,0,1,0,0,0,1,1,25
312431,0,21,1,0,1,1,1,1,1,0,1048
312434,1,28,1,0,0,1,1,1,1,0,1
312438,1,41,0,3500,0,0,1,1,0,1,133
312441,1,24,1,3500,1,0,1,1,1,1,116
312444,1,36,0,1000,1,1,1,0,0,0,34
312450,1,42,0,7200,1,1,1,1,0,0,149
312451,1,20,1,1000,1,0,0,0,1,1,213
312454,1,41,0,0,1,1,1,1,0,1,69
312455,0,21,1,1800,1,0,0,1,1,1,742
312461,1,41,1,3500,0,1,1,1,0,0,215
312462,1,51,0,0,1,0,1,0,0,1,18
312463,1,31,0,0,0,0,1,1,1,0,29
312468,1,54,1,17300,1,0,1,1,0,0,60
312471,1,16,0,0,1,0,1,1,1,1,323
312473,1,35,0,3000,1,1,1,1,0,0,78
312480,1,24,0,2000,0,1,0,1,0,0,53
312481,1,39,1,10800,0,0,0,0,0,1,48
312484,1,18,1,3300,0,1,0,0,0,0,22
312485,1,22,1,5000,1,0,1,1,1,0,50
312493,1,18,0,500,1,0,1,1,1,0,151
312502,0,32,0,0,0,0,0,1,1,1,824
312504,1,18,0,0,1,0,1,1,1,1,111
312507,1,23,1,8000,0,1,1,0,1,0,339
312508,1,31,1,4200,1,1,1,1,0,1,172
312509,1,19,1,1800,1,0,1,1,1,1,50
312510,1,32,1,700,1,1,0,0,0,0,902
312511,1,17,0,2400,1,0,1,1,1,0,461
312512,1,26,0,680,0,1,0,1,0,0,65
312516,0,21,0,0,0,1,0,0,0,0,1148
312520,1,20,1,11621,1,1,1,0,1,0,312
312521,0,21,1,835,0,1,0,0,1,0,595
312523,1,31,1,8000,1,1,1,1,0,1,7
312525,1,45,1,12005,1,0,1,1,0,1,26
312533,1,21,0,10200,0,0,0,0,1,1,624
312534,1,17,0,0,1,0,0,0,1,0,604
312537,1,29,0,0,0,0,1,0,1,1,14
312540,1,36,1,8076,0,1,1,1,1,0,44
312542,1,20,0,0,0,1,1,1,0,0,199
312551,1,34,1,1500,1,1,1,1,0,0,302
312553,0,47,1,0,1,1,0,1,0,1,615
312554,1,23,1,3840,0,1,1,1,0,0,73
312556,1,19,0,10000,1,0,0,1,1,1,134
312559,0,51,1,0,1,0,0,1,1,1,728
312562,1,54,0,857,1,1,1,1,0,0,385
312563,1,29,1,0,0,1,1,1,1,0,203
312564,1,17,0,60,1,0,0,0,1,0,29
312565,0,53,1,3000,1,1,0,1,0,1,968
312566,1,34,0,3520,1,0,1,1,1,1,123
312569,1,35,0,0,0,1,0,1,0,1,104
312573,1,56,1,8113,1,0,1,1,0,0,31
312583,1,44,0,9664,1,1,0,0,0,1,605
312587,1,48,1,5749,1,0,1,1,0,0,47
312588,1,18,0,0,0,0,1,1,1,1,548
312590,1,23,0,600,1,1,1,1,0,0,711
312593,1,26,0,4500,0,1,0,0,1,0,399
312598,1,49,0,12768,1,0,0,0,0,1,456
312600,1,64,0,0,0,0,1,1,1,1,456
312603,1,32,1,834,0,0,1,1,0,0,24
312604,0,26,1,0,0,1,0,0,1,0,678
312608,1,27,1,14000,1,1,1,1,0,1,162
312609,1,20,1,0,0,0,0,1,1,1,81
312613,1,20,0,3030,1,1,1,1,1,1,47
312615,1,17,0,450,0,0,0,0,1,0,597
312618,1,41,1,1500,1,0,0,0,1,1,537
312621,1,18,0,0,1,0,1,1,0,0,124
312623,1,30,1,0,0,1,1,1,1,0,27
312624,1,18,0,6140,0,1,0,1,1,0,187
312625,0,19,0,250,0,1,1,1,1,0,813
312626,1,44,1,0,1,1,1,1,0,0,369
